,0
9106,VIPS (software)
9107,Phantogram
9108,Furby
9109,Agent mining
9110,The Djinn's Wife
9111,Technologies in Minority Report
9112,Sophia (robot)
9113,Flat-panel detector
9114,Nebula-75
9115,Microsoft FreeCell
9116,10-foot user interface
9117,Context-sensitive user interface
9118,Contourlet
9119,NeosVR
9120,MindManager
9121,Numenta
9122,Sequent calculus
9123,Asprise OCR
9124,Cherokee (Unicode block)
9125,Digital video fingerprinting
9126,Crunchfish
9127,Wavelet transform
9128,Fast Lane (E-ZPass)
9129,Ear tag
9130,Jarrakan languages
9131,Indeterminacy in concurrent computation
9132,George Samuel Hurst
9133,Super Mega Death Christ
9134,Weak emergence
9135,Tim Finin
9136,Flavia Sparacino
9137,Monotone cubic interpolation
9138,Dialogue system
9139,Qardio
9140,Suzanna Lewis
9141,Brainwave entrainment
9142,Metadata
9143,Standing wheelchair
9144,Martin Bryant (programmer)
9145,Spirit (rover)
9146,SOFEL
9147,Federated learning
9148,Solar-powered waste compacting bin
9149,Clova (virtual assistant)
9150,Susan Kare
9151,Tatung Company
9152,Phasmophobia (video game)
9153,Faulkes Telescope North
9154,Parallel projection
9155,Nils John Nilsson
9156,NeuroLex
9157,Machinesmith
9158,Episulfide
9159,WaveLab (mathematics software)
9160,Terso Solutions
9161,Monome
9162,Tape library
9163,Separating words problem
9164,Layered hidden Markov model
9165,Weidner Communications
9166,VirtuaVerse
9167,WIN-35428
9168,Shrinkage Fields (image restoration)
9169,Wide-area motion imagery
9170,Number Three (Battlestar Galactica)
9171,Robot lawyer
9172,Rada Mihalcea
9173,Memsource
9174,Runtime Error 200
9175,GPT (language model)
9176,Permanent brain
9177,Wikirating
9178,Canes II Group
9179,Language creation in artificial intelligence
9180,Google Image Labeler
9181,Portable Network Graphics
9182,DWIM
9183,Android Apocalypse
9184,Virtual Viking - The Ambush
9185,Translation Memory eXchange
9186,Issue-based information system
9187,PurVIEW
9188,Alienator
9189,Hoyle Card Games
9190,DNA profiling
9191,Argumentation framework
9192,History of artificial life
9193,Randy Pausch
9194,Spectral color
9195,Slicing (interface design)
9196,Data degradation
9197,Holism
9198,Time delay and integration
9199,Biological terminators
9200,ISO/IEC 20248
9201,IETF language tag
9202,The Microtransat Challenge
9203,Internalnet
9204,OurWorld
9205,The Void (virtual reality)
9206,Polyworld
9207,UiPath
9208,DiamondTouch
9209,Cubestormer 3
9210,Fab lab
9211,Midwestern Robotics Design Competition
9212,The Electric Grandmother
9213,Motion interpolation (computer graphics)
9214,Specim
9215,Apple Watch Series 4
9216,Parity learning
9217,William C. Mann
9218,Iterative deepening A*
9219,Waxweb
9220,Region connection calculus
9221,Thiophosphate
9222,Code point
9223,Android 21
9224,Inductive logic programming
9225,Aura Interactor
9226,Dr. Goldfoot and the Girl Bombs
9227,Blay Whitby
9228,Ultra Hal Assistant
9229,As We May Think
9230,Vuzix
9231,MacTerminal
9232,Center for Security and Emerging Technology
9233,Waterworks!
9234,Josh Bongard
9235,Bayesian structural time series
9236,Belle (chess machine)
9237,Killer application
9238,Smash Box controller
9239,Abox
9240,Benderama
9241,MPEG-4
9242,Evolving classification function
9243,NeuroSky
9244,Richard S. Sutton
9245,Local binary patterns
9246,Hidden Markov model
9247,ULTra (rapid transit)
9248,Debug (film)
9249,Toys-to-life
9250,Crusher (robot)
9251,Espruino
9252,Clipping (computer graphics)
9253,Focus stacking
9254,Taguchi loss function
9255,Rome Reborn
9256,Timnit Gebru
9257,Santa Fe Trail problem
9258,Hexagonal Efficient Coordinate System
9259,Carol Espy-Wilson
9260,LIVAC Synchronous Corpus
9261,Joker 2.0
9262,Rodney Brooks
9263,AgentSheets
9264,Encog
9265,ED 209
9266,ReCore
9267,Snakes and ladders
9268,GROVER
9269,Vendor Neutral Archive
9270,Lexical choice
9271,Validation set
9272,VT1000
9273,Theorem Proving System
9274,Yannis Assael
9275,Smart lock
9276,Knight Rider (season 3)
9277,Stochastic gradient descent
9278,Looxcie
9279,Indoor positioning system
9280,Quadratic classifier
9281,Optical braille recognition
9282,Three-dimensional virtual tourism
9283,Human factors integration
9284,Computer terminal
9285,Psi-theory
9286,THeMIS
9287,Gecode
9288,Google Cardboard
9289,DIN 66303
9290,Wang Jun (scientist)
9291,The Signal From Tölva
9292,Call Me Joe
9293,Hierarchical clustering
9294,Multilevel Flow Modeling
9295,Polar Cloud
9296,Vicki the Robot
9297,Dave Cliff (computer scientist)
9298,Data compression
9299,DR37-P
9300,Ethnotaxonomy
9301,Tektronix 4010
9302,Richard Fikes
9303,Virtual reality in fiction
9304,Terminology extraction
9305,Multi-agent planning
9306,Dorkbot (malware)
9307,Steel (The Twilight Zone)
9308,Northern Group RNZAF
9309,DARPA Agent Markup Language
9310,WASP-24
9311,Tali'Zorah
9312,Vincent Aleven
9313,The Capture (TV series)
9314,Poker Night 2
9315,Dimitris Drikakis
9316,Hierarchical control system
9317,Evolutionary programming
9318,Dragon NaturallySpeaking
9319,PaPeRo
9320,Coded aperture
9321,E-society
9322,Tlaloc II-TC
9323,Lenovo
9324,Scooba (brand)
9325,Partnership on AI
9326,Crestron Electronics
9327,Translation unit
9328,The Light of Other Days
9329,AGROVOC
9330,PROMT
9331,Combinatorial search
9332,Mascoian languages
9333,Organophosphorus compound
9334,Freight technology
9335,T-pose
9336,Virtual reality cue reactivity
9337,SVOPC
9338,Stereoscopy
9339,Action description language
9340,Console application
9341,Berserker (novel series)
9342,Vectorman 2
9343,KAON
9344,Racter
9345,Buried Alive (performance)
9346,The Matrix Revisited
9347,Chainer
9348,Mouse chording
9349,Sound ranger
9350,Location awareness
9351,Garageio
9352,Medical image sharing
9353,Autographer
9354,Variable-width encoding
9355,Resolution enhancement technology
9356,Cognitive computing
9357,Lockheed Martin Desert Hawk III
9358,3D Content Retrieval
9359,Cmap (font)
9360,RoboValley
9361,Misaligned goals in artificial intelligence
9362,Ferdinand I and His Family
9363,Nakhlband
9364,Red Tornado
9365,Foot Clan
9366,Kernel perceptron
9367,Ken Rinaldo
9368,LumenVox
9369,Native (computing)
9370,Semantic architecture
9371,Game semantics
9372,Inkha
9373,Shut Up and Dance (Black Mirror)
9374,HomeRF
9375,Stick Around (TV pilot)
9376,SLD resolution
9377,Rose Dieng-Kuntz
9378,Large memory storage and retrieval neural network
9379,Inverse kinematics
9380,Zaven Paré
9381,Peripheral Interface Adapter
9382,View synthesis
9383,Method of analytic tableaux
9384,Well World series
9385,Jog dial
9386,Data analysis techniques for fraud detection
9387,Xiaomi Mi Band 3
9388,IBM ViaVoice
9389,Laboratory automation
9390,Prairie madness
9391,Phoebe Allen's Hummingbird Webcam
9392,Gaia Online
9393,Twiggy the Water-Skiing Squirrel
9394,Chimbu–Wahgi languages
9395,Maximum-entropy Markov model
9396,Computational photography
9397,Logistic model tree
9398,Five Nights at Freddy's 4
9399,Saitek
9400,Distributed constraint optimization
9401,Smart Agent Technologies
9402,Rémi Coulom
9403,OntoCAPE
9404,Attributional calculus
9405,Level set (data structures)
9406,PhotoPerfect
9407,Natural City
9408,Digimon Digital Card Battle
9409,Navigation bar
9410,Enhanced full rate
9411,Explainable artificial intelligence
9412,Omega Point
9413,Garage Kids
9414,Wally Feurzeig
9415,Grooved ware
9416,Imperialist competitive algorithm
9417,Platform gap
9418,Lexico (programming language)
9419,Xenogenesis (film)
9420,Case-based reasoning
9421,Interaction and Robotics Research Center
9422,Intelligence explosion
9423,Acoustic tablet
9424,Tales from the Loop
9425,SecureCRT
9426,Virtual military
9427,Aaron Doral
9428,Hyperlink
9429,Matrix (Doctor Who)
9430,Inclusive design
9431,Longman Grammar of Spoken and Written English
9432,Zeta distribution
9433,Kai-Fu Lee
9434,Robot as a service
9435,Triggertrap
9436,Constrained optimization
9437,"Are ""Friends"" Electric?"
9438,Web of Things
9439,Movidius Myriad 2
9440,IoBT-CRA
9441,Super-Adaptoid
9442,Anthy
9443,Astro Bot Rescue Mission
9444,Spectral clustering
9445,Robotic art
9446,Production (computer science)
9447,Theory of indispensable attributes
9448,Fritz and Chesster
9449,Confederate effect
9450,Xenokeryx
9451,Zen (software)
9452,Mars Plus
9453,17776
9454,Bad Day (viral video)
9455,Kresh languages
9456,The Master Algorithm
9457,Surgical segment navigator
9458,Pulfrich effect
9459,Soil-adjusted vegetation index
9460,D.Va
9461,HTK (software)
9462,Google Knowledge Graph
9463,Embodied cognitive science
9464,Bender (Futurama)
9465,Kevin Ashton
9466,Yellow Arrow
9467,Burst error
9468,Solid image
9469,Recursive transition network
9470,THX 1138
9471,Google Lively
9472,XM1216 Small Unmanned Ground Vehicle
9473,A-Frame (virtual reality framework)
9474,LIA-UFSCar
9475,Transcreation
9476,Oz (programming language)
9477,Andy Hertzfeld
9478,Time's Up (artist group)
9479,Amit Sheth
9480,Ricinus vaderi
9481,Z39.87
9482,Rich user interaction
9483,Moley Robotics
9484,Eve Systems
9485,Methanedithiol
9486,Body area network
9487,Computational geometry
9488,Color constancy
9489,Ekiga
9490,Full spectral imaging
9491,Aerial survey
9492,Inverted spectrum
9493,Robot software
9494,Dunning–Kruger effect
9495,Subdivision surface
9496,Swarm 3D printing
9497,SteelSeries
9498,Subject-matter expert Turing test
9499,Digital collectible card game
9500,Jolla (smartphone)
9501,Mind-controlled wheelchair
9502,Oenochroma subustaria
9503,Enone
9504,Semantic mapper
9505,.pgf
9506,Run queue
9507,Michael Collins (computational linguist)
9508,NCSIMUL
9509,TIOSS
9510,Kneser–Ney smoothing
9511,0music
9512,Unimodal thresholding
9513,T-norm fuzzy logics
9514,Library classification
9515,High Efficiency Image File Format
9516,Sabine Hauert
9517,Tuttuki Bako
9518,Government by algorithm
9519,Galaxy Zoo
9520,Ontology engineering
9521,Pietro Perona
9522,CCITT 2
9523,.raw
9524,Auto-ID Labs
9525,Nearest neighbor search
9526,Peak signal-to-noise ratio
9527,IRC 0218
9528,Omnibot
9529,Kismet (robot)
9530,Forrest N. Iandola
9531,Asilomar Conference on Beneficial AI
9532,Applications of 3D printing
9533,RDF/XML
9534,PatchMatch
9535,Daju languages
9536,CS Indic character set
9537,Nachi-Fujikoshi
9538,Android Things
9539,Unique negative dimension
9540,Baseball robot
9541,Outrunner
9542,IEEE James L. Flanagan Speech and Audio Processing Award
9543,Minecraft
9544,Rapid 3D Mapping
9545,Open Book Alliance
9546,Wolfram Language
9547,Japan Robot Association
9548,Collocation
9549,Iris flower data set
9550,Focus stealing
9551,Picture archiving and communication system
9552,Watchclock
9553,Tokobot
9554,Human-based computation
9555,CoSMoS
9556,Reification (knowledge representation)
9557,Hybrid algorithm (constraint satisfaction)
9558,Biometric Consortium
9559,Code Lyoko
9560,Exif
9561,Quasimodo (comics)
9562,John von Neumann
9563,Fjölnir (programming language)
9564,Light transport theory
9565,"I, (Annoyed Grunt)-bot"
9566,LM3LABS
9567,INFINITT Healthcare
9568,Prezi
9569,Timo Honkela
9570,Brains in Bahrain
9571,Adaptive differential pulse-code modulation
9572,Arthur Thomson (anatomist)
9573,Ambivu 3D Workstation
9574,Linear belief function
9575,ESP game
9576,K-10 robot
9577,Mantis the spider robot
9578,Conference on Human Factors in Computing Systems
9579,Rohmert's law
9580,Festi
9581,Wildlife photo-identification
9582,Red Ronin
9583,Intel 8283
9584,Knowledge graph
9585,Louis-Philippe Morency
9586,Isocyanide
9587,Smart bookmark
9588,Azole
9589,Phylotype
9590,SEMMA
9591,Marcion (software)
9592,Augmate
9593,Xincan languages
9594,Problem solving
9595,Virtual retinal display
9596,Concatenative synthesis
9597,CajunBot
9598,Methylmercury
9599,Zigbee
9600,Schema-agnostic databases
9601,Kernel density estimation
9602,Behenian fixed star
9603,Victor Allis
9604,Nitrene
9605,Doubly stochastic model
9606,Nvidia RTX
9607,Plus (novel)
9608,CLAWS (linguistics)
9609,Donald W. Loveland
9610,Virtual desktop
9611,Negobot
9612,Matte display
9613,X/GEM
9614,Iran System encoding
9615,Timotean languages
9616,Vehicle location data
9617,LCD crosstalk
9618,Internet 0
9619,Signal separation
9620,Apple Watch SE
9621,King-Sun Fu
9622,Tom Gruber
9623,Autonomous agent
9624,Reblogging
9625,Lichess
9626,Mitsuku
9627,WYSIWYG
9628,Ironheart (character)
9629,Monochromatic color
9630,Composite gravity
9631,Houseparty (app)
9632,Steven Sasson
9633,The Machine Question
9634,Branching quantifier
9635,Distance transform
9636,Smart whiteboard
9637,Smart key
9638,Pocket Fritz
9639,Zeus (malware)
9640,X BitMap
9641,John Wardley
9642,Samples per inch
9643,Brenizer Method
9644,Alice K. Hartley
9645,Camera Image File Format
9646,Awesom-O
9647,First-order inductive learner
9648,Paul Kruszewski
9649,Carboximidate
9650,IEEE Transactions on Visualization and Computer Graphics
9651,Terminal mode
9652,Controlled natural language
9653,Hoople (mobility aid)
9654,Moving the goalposts
9655,Hiroshi Ishii (computer scientist)
9656,WASP-2
9657,IJCAI Computers and Thought Award
9658,Terminfo
9659,Kyl–Bingaman Amendment
9660,Multi Media Interface
9661,Rachel Thomas (academic)
9662,WALL-E
9663,Plitvice Lakes National Park
9664,Flag day (computing)
9665,Unimate
9666,Apache Jena
9667,Game controller
9668,Shattered set
9669,Automated Mathematician
9670,RobotWar
9671,Waifu2x
9672,Cyc
9673,Logitech Harmony
9674,.srw
9675,Curse of dimensionality
9676,Nyima languages
9677,Nirmalabs
9678,Texas Hold'em Tournament
9679,ITU T.51
9680,Telerobotics
9681,Gait (human)
9682,Azine
9683,Texas Hold 'em (video game)
9684,Tipu's Tiger
9685,Ray Zone
9686,EU Open Data Portal
9687,Pandemonium architecture
9688,Sweetie (internet avatar)
9689,María-Esther Vidal
9690,Hiro Takachiho
9691,Codec 2
9692,Reward-based selection
9693,Robosapien v2
9694,Virtual reality roller coaster
9695,Darwin among the Machines
9696,Computer Aided Surgery (journal)
9697,Sliding window based part-of-speech tagging
9698,Locale (computer software)
9699,Geometric constraint solving
9700,Cyborg data mining
9701,Green Lightning (computing)
9702,The Ultimate Computer
9703,Strider (2014 video game)
9704,Renault Symbioz
9705,Webkinz
9706,Conio.h
9707,Roel Vertegaal
9708,Mereology
9709,Hans Moravec
9710,Defcon Robot Contest
9711,Andrej Karpathy
9712,Vaumpus world
9713,Propositional function
9714,Neutron stimulated emission computed tomography
9715,Furi
9716,Thioacetal
9717,Expert system
9718,Y.A.R.O Ka Tashan
9719,FaceTime
9720,Weiyujie W-1 Sky Hawk
9721,Normal mapping
9722,Leo Cluster
9723,StyleXP
9724,Social presence theory
9725,Herbert E. Ives
9726,Alan Rath
9727,Robot Scientist
9728,Budapest Declaration on Machine Readable Travel Documents
9729,CN2 algorithm
9730,Defense Distributed
9731,Better Portable Graphics
9732,ADALINE
9733,Structure from motion
9734,Multilinear principal component analysis
9735,Extreme learning machine
9736,ROOP (programming language)
9737,Charles Rosen (scientist)
9738,Low-Level Reader Protocol
9739,Ethics of uncertain sentience
9740,Haloalkane
9741,NGC 5866 Group
9742,Atari CX40 joystick
9743,3D bioprinting
9744,Strider (NES video game)
9745,EDACS
9746,Constraint composite graph
9747,Panic Attack (robot)
9748,People counter
9749,Kat-5 (vehicle)
9750,Robot Wars (TV series)
9751,OCR in Indian languages
9752,Heaps' law
9753,Interactive activation and competition networks
9754,Triple-click
9755,ACM Symposium on User Interface Software and Technology
9756,Allen's interval algebra
9757,James D. Foley
9758,Five-bar linkage
9759,Stylus (computing)
9760,The Terminators (film)
9761,Chitti (character)
9762,Blue Warrior
9763,John O. Merritt
9764,NeuroArm
9765,Scheduling analysis real-time systems
9766,Bondy's theorem
9767,Bre Pettis
9768,Sample complexity
9769,International Conference on Machine Learning
9770,Gene Ontology Term Enrichment
9771,Procedural animation
9772,"Necron (Warhammer 40,000)"
9773,Katzman Automatic Imaging Telescope
9774,Social affordance
9775,Commonsense knowledge (artificial intelligence)
9776,Autonomous spaceport drone ship
9777,.k25
9778,Minimum information required in the annotation of models
9779,H.323
9780,MBROLA
9781,LifeCam
9782,Plural quantification
9783,Comau
9784,Brill tagger
9785,Arduino
9786,Soldier (1998 American film)
9787,Tomviz
9788,Microsoft Office XP
9789,Camera auto-calibration
9790,Robert Haralick
9791,Golden Nugget 64
9792,Chloroformate
9793,Penveu
9794,Shocking Dark
9795,Vehicle infrastructure integration
9796,Quechuan languages
9797,Future of Life Institute
9798,Pfinder
9799,Autism friendly
9800,E-FIT
9801,Train simulator
9802,Bart Selman
9803,Data-driven control system
9804,GPT-3
9805,Lucas–Kanade method
9806,RTAudio
9807,Guy André Boy
9808,Do3D
9809,OCRopus
9810,Cuboid (computer vision)
9811,Acyloin
9812,Unique hues
9813,.iff
9814,Microelectronics and Computer Technology Corporation
9815,Language/action perspective
9816,Interactive computing
9817,Vym (software)
9818,Corpus manager
9819,ISight
9820,Lexical Markup Framework
9821,Project Sidekick
9822,Holographic interference microscopy
9823,Scalable Vector Graphics
9824,GNU Gatekeeper
9825,Chronos (2016 video game)
9826,Quantum clustering
9827,Full-frame DSLR
9828,Non-separable wavelet
9829,UTF-16BE
9830,Arrested Development (season 4)
9831,Near sets
9832,Battles of Prince of Persia
9833,Hardcoded (video game)
9834,Sulfenamide
9835,NeOn Toolkit
9836,Microstructures in 3D printing
9837,Isoline retrieval
